time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.fix_quality,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/20/13:58:11.121575,80,68291,0,GPS1_Frame,42.337993166666664,-71.08584333333333,4,16.200000762939453,0.7200000286102295,328168.98427040933,4689411.360072614,18:58:11,19,T
2023/02/20/13:58:12.083584,81,68292,0,GPS1_Frame,42.337993166666664,-71.08584333333333,4,16.299999237060547,0.7200000286102295,328168.98427040933,4689411.360072614,18:58:12,19,T
2023/02/20/13:58:13.111038,82,68293,0,GPS1_Frame,42.337993166666664,-71.08584333333333,4,16.299999237060547,0.7200000286102295,328168.98427040933,4689411.360072614,18:58:13,19,T
2023/02/20/13:58:14.085837,83,68294,0,GPS1_Frame,42.337993166666664,-71.08584333333333,4,16.299999237060547,0.7200000286102295,328168.98427040933,4689411.360072614,18:58:14,19,T
2023/02/20/13:58:15.107899,84,68295,0,GPS1_Frame,42.33799333333333,-71.08584333333333,4,16.299999237060547,0.7200000286102295,328168.98472438124,4689411.378579675,18:58:15,19,T
2023/02/20/13:58:16.081022,85,68296,0,GPS1_Frame,42.33799333333333,-71.08584333333333,4,16.299999237060547,0.6899999976158142,328168.98472438124,4689411.378579675,18:58:16,19,T
2023/02/20/13:58:17.110275,86,68297,0,GPS1_Frame,42.337993166666664,-71.08584333333333,4,16.299999237060547,0.7900000214576721,328168.98427040933,4689411.360072614,18:58:17,19,T
2023/02/20/13:58:18.087098,87,68298,0,GPS1_Frame,42.337993166666664,-71.0858435,4,16.299999237060547,0.8899999856948853,328168.97053989745,4689411.360409419,18:58:18,19,T
2023/02/20/13:58:19.113163,88,68299,0,GPS1_Frame,42.337993166666664,-71.0858435,4,16.299999237060547,0.8700000047683716,328168.97053989745,4689411.360409419,18:58:19,19,T
2023/02/20/13:58:20.093668,89,68300,0,GPS1_Frame,42.337993166666664,-71.08584333333333,4,16.299999237060547,0.8899999856948853,328168.98427040933,4689411.360072614,18:58:20,19,T
2023/02/20/13:58:21.110223,90,68301,0,GPS1_Frame,42.337993166666664,-71.0858435,4,16.299999237060547,0.6899999976158142,328168.97053989745,4689411.360409419,18:58:21,19,T
2023/02/20/13:58:22.080580,91,68302,0,GPS1_Frame,42.3379935,-71.085844,2,16.299999237060547,1.2100000381469727,328168.9302563039,4689411.398433957,18:58:22,19,T
2023/02/20/13:58:23.113630,92,68303,0,GPS1_Frame,42.33799366666667,-71.085844,2,16.299999237060547,1.2100000381469727,328168.930710276,4689411.416941019,18:58:23,19,T
2023/02/20/13:58:24.092551,93,68304,0,GPS1_Frame,42.33799366666667,-71.085844,2,16.299999237060547,2.4700000286102295,328168.930710276,4689411.416941019,18:58:24,19,T
2023/02/20/13:58:25.109275,94,68305,0,GPS1_Frame,42.337993166666664,-71.08584366666666,5,16.299999237060547,1.2000000476837158,328168.95680938556,4689411.360746224,18:58:25,19,T
2023/02/20/13:58:26.087969,95,68306,0,GPS1_Frame,42.337993166666664,-71.0858435,5,16.299999237060547,0.9700000286102295,328168.97053989745,4689411.360409419,18:58:26,19,T
2023/02/20/13:58:27.111556,96,68307,0,GPS1_Frame,42.33799283333333,-71.08584333333333,5,16.399999618530273,0.8700000047683716,328168.9833624654,4689411.323058491,18:58:27,19,T
2023/02/20/13:58:28.089955,97,68308,0,GPS1_Frame,42.33799283333333,-71.08584333333333,5,16.399999618530273,0.8700000047683716,328168.9833624654,4689411.323058491,18:58:28,19,T
2023/02/20/13:58:29.123825,98,68309,0,GPS1_Frame,42.33799283333333,-71.08584333333333,5,16.299999237060547,0.75,328168.9833624654,4689411.323058491,18:58:29,19,T
2023/02/20/13:58:30.096266,99,68310,0,GPS1_Frame,42.33799283333333,-71.08584333333333,5,16.299999237060547,0.7400000095367432,328168.9833624654,4689411.323058491,18:58:30,19,T
2023/02/20/13:58:31.104519,100,68311,0,GPS1_Frame,42.33799283333333,-71.0858435,5,16.299999237060547,0.7200000286102295,328168.96963195346,4689411.323395295,18:58:31,19,T
2023/02/20/13:58:32.093681,101,68312,0,GPS1_Frame,42.33799283333333,-71.08584333333333,5,16.299999237060547,0.800000011920929,328168.9833624654,4689411.323058491,18:58:32,19,T
2023/02/20/13:58:33.111744,102,68313,0,GPS1_Frame,42.337993166666664,-71.0858435,5,16.299999237060547,0.7699999809265137,328168.97053989745,4689411.360409419,18:58:33,19,T
2023/02/20/13:58:34.084904,103,68314,0,GPS1_Frame,42.337993166666664,-71.08584366666666,5,16.399999618530273,0.7599999904632568,328168.95680938556,4689411.360746224,18:58:34,19,T
2023/02/20/13:58:35.107705,104,68315,0,GPS1_Frame,42.337993166666664,-71.08584383333333,5,16.299999237060547,0.8399999737739563,328168.9430788716,4689411.361083029,18:58:35,19,T
2023/02/20/13:58:36.085147,105,68316,0,GPS1_Frame,42.337993166666664,-71.0858435,5,16.299999237060547,0.7699999809265137,328168.97053989745,4689411.360409419,18:58:36,19,T
2023/02/20/13:58:37.103773,106,68317,0,GPS1_Frame,42.337993166666664,-71.08584366666666,5,16.399999618530273,0.6700000166893005,328168.95680938556,4689411.360746224,18:58:37,19,T
2023/02/20/13:58:38.095762,107,68318,0,GPS1_Frame,42.337993166666664,-71.08584366666666,5,16.299999237060547,0.7099999785423279,328168.95680938556,4689411.360746224,18:58:38,19,T
2023/02/20/13:58:39.120858,108,68319,0,GPS1_Frame,42.337993166666664,-71.08584366666666,5,16.299999237060547,0.6700000166893005,328168.95680938556,4689411.360746224,18:58:39,19,T
2023/02/20/13:58:40.080557,109,68320,0,GPS1_Frame,42.337993,-71.08584366666666,5,16.399999618530273,0.7099999785423279,328168.95635541354,4689411.342239161,18:58:40,19,T
