time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/06/07:27:13.068273,0,67201,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184001.0,19,T
2023/02/06/07:27:14.067642,0,67202,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184002.0,19,T
2023/02/06/07:27:15.066272,0,67203,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184003.0,19,T
2023/02/06/07:27:16.067100,0,67204,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184004.0,19,T
2023/02/06/07:27:17.066995,0,67205,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184005.0,19,T
2023/02/06/07:27:18.066634,0,67206,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184006.0,19,T
2023/02/06/07:27:19.066613,0,67207,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184007.0,19,T
2023/02/06/07:27:20.065933,0,67208,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184008.0,19,T
2023/02/06/07:27:21.066597,0,67209,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184009.0,19,T
2023/02/06/07:27:22.067214,0,67210,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184010.0,19,T
2023/02/06/07:27:23.088880,0,67211,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184011.0,19,T
2023/02/06/07:27:24.089207,0,67212,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184012.0,19,T
2023/02/06/07:27:25.092011,0,67213,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184013.0,19,T
2023/02/06/07:27:26.067204,0,67214,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184014.0,19,T
2023/02/06/07:27:27.065900,0,67215,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184015.0,19,T
2023/02/06/07:27:28.089174,0,67216,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184016.0,19,T
2023/02/06/07:27:29.090365,0,67217,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184017.0,19,T
2023/02/06/07:27:30.066272,0,67218,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184018.0,19,T
2023/02/06/07:27:31.066745,0,67219,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184019.0,19,T
2023/02/06/07:27:32.066799,0,67220,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184020.0,19,T
2023/02/06/07:27:33.067585,0,67221,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184021.0,19,T
2023/02/06/07:27:34.067287,0,67222,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184022.0,19,T
2023/02/06/07:27:35.065593,0,67223,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184023.0,19,T
2023/02/06/07:27:36.065617,0,67224,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184024.0,19,T
2023/02/06/07:27:37.067340,0,67225,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184025.0,19,T
2023/02/06/07:27:38.066635,0,67226,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184026.0,19,T
